frame_number,timestamp,left_heel_x,left_heel_y,left_heel_confidence,left_heel_usable,right_heel_x,right_heel_y,right_heel_confidence,right_heel_usable,left_step_detected,right_step_detected
0,0.0,0.6718297600746155,0.8331805467605591,0.9811989068984985,True,0.7215805649757385,0.7572038173675537,0.918864369392395,True,False,False
1,0.03333333333333333,0.6723818182945251,0.8338891267776489,0.9804781079292297,True,0.7217811346054077,0.7543185353279114,0.9221078157424927,True,False,False
2,0.06666666666666667,0.6727791428565979,0.8338840007781982,0.9797129034996033,True,0.7218332886695862,0.7524665594100952,0.9245238304138184,True,False,False
3,0.1,0.6742205619812012,0.8332732319831848,0.9790282845497131,True,0.7203865647315979,0.751752495765686,0.9282011389732361,True,False,False
4,0.13333333333333333,0.6797256469726562,0.8326126337051392,0.9751424789428711,True,0.7128374576568604,0.7517048120498657,0.9247161149978638,True,False,False
5,0.16666666666666666,0.6863195896148682,0.8314557075500488,0.9696460962295532,True,0.7066780924797058,0.7541764974594116,0.9152242541313171,True,False,False
6,0.2,0.6918312907218933,0.8302062749862671,0.9648908376693726,True,0.7013183832168579,0.7810182571411133,0.9053640365600586,True,False,False
7,0.23333333333333334,0.6936338543891907,0.8294632434844971,0.9646711945533752,True,0.6837742328643799,0.8014669418334961,0.9042303562164307,True,False,False
8,0.26666666666666666,0.6940775513648987,0.8287791013717651,0.9647839665412903,True,0.6825082302093506,0.80443274974823,0.9034910202026367,True,False,False
9,0.3,0.6956703662872314,0.8278059363365173,0.9649447202682495,True,0.6800117492675781,0.8109229803085327,0.9033682942390442,True,False,False
10,0.3333333333333333,0.6981898546218872,0.8281446695327759,0.9651159644126892,True,0.6753753423690796,0.815190315246582,0.9046837091445923,True,False,False
11,0.36666666666666664,0.7036310434341431,0.829884946346283,0.9651406407356262,True,0.6640835404396057,0.8196278214454651,0.9058233499526978,True,False,False
12,0.4,0.7105016112327576,0.8316543102264404,0.9655420184135437,True,0.6561341881752014,0.824160635471344,0.9081929326057434,True,False,False
13,0.43333333333333335,0.7176027894020081,0.8328078985214233,0.9654248952865601,True,0.6465644240379333,0.8257717490196228,0.910935640335083,True,False,False
14,0.4666666666666667,0.719042956829071,0.8336855173110962,0.9653176665306091,True,0.6458336114883423,0.8257203698158264,0.9132639169692993,True,False,False
15,0.5,0.7205080389976501,0.8338897228240967,0.9650416970252991,True,0.6384185552597046,0.8290658593177795,0.9157974720001221,True,False,False
16,0.5333333333333333,0.7228758335113525,0.8342781662940979,0.9638833999633789,True,0.6261281371116638,0.8333250284194946,0.9168160557746887,True,False,False
17,0.5666666666666667,0.7253686785697937,0.834620475769043,0.9637086987495422,True,0.6153497099876404,0.8375804424285889,0.9189141392707825,True,False,False
18,0.6,0.7293351888656616,0.8345928192138672,0.9625928401947021,True,0.6090481877326965,0.8366495370864868,0.9205657839775085,True,False,False
19,0.6333333333333333,0.7339199185371399,0.8338183164596558,0.9611496925354004,True,0.6047070026397705,0.8369503021240234,0.9211716651916504,True,False,False
20,0.6666666666666666,0.7347137928009033,0.833806037902832,0.9600181579589844,True,0.6038375496864319,0.8380517959594727,0.9216412305831909,True,False,False
21,0.7,0.7376731038093567,0.833798348903656,0.9604690670967102,True,0.6038374900817871,0.8378704190254211,0.9233083724975586,True,False,False
22,0.7333333333333333,0.7442477941513062,0.8335414528846741,0.9609115123748779,True,0.6060019135475159,0.8389291763305664,0.9252665042877197,True,False,False
23,0.7666666666666667,0.7492051124572754,0.832915723323822,0.9619334936141968,True,0.6093457937240601,0.8396437168121338,0.9280298352241516,True,False,False
24,0.8,0.7537032961845398,0.8310673832893372,0.9632253050804138,True,0.6120700240135193,0.839180588722229,0.9306742548942566,True,False,False
25,0.8333333333333334,0.7566991448402405,0.8284251093864441,0.9645066857337952,True,0.6135203838348389,0.8393685817718506,0.9332357048988342,True,False,False
26,0.8666666666666667,0.7579021453857422,0.8267896175384521,0.9656849503517151,True,0.6146343350410461,0.8400111198425293,0.935856819152832,True,False,False
27,0.9,0.757670521736145,0.8195052742958069,0.9672176241874695,True,0.6187335848808289,0.8404775261878967,0.9388437271118164,True,False,False
28,0.9333333333333333,0.7581883072853088,0.8143406510353088,0.9682034254074097,True,0.62281334400177,0.8410942554473877,0.9415526390075684,True,False,False
29,0.9666666666666667,0.7588645219802856,0.807386040687561,0.9690772294998169,True,0.628273069858551,0.840944230556488,0.9444321393966675,True,False,False
30,1.0,0.7584810853004456,0.797712504863739,0.970125138759613,True,0.6330990791320801,0.8409255743026733,0.9470720887184143,True,False,False
31,1.0333333333333334,0.7577451467514038,0.7892309427261353,0.9713144302368164,True,0.6372899413108826,0.8407633304595947,0.9493368864059448,True,False,False
32,1.0666666666666667,0.7572773694992065,0.7877468466758728,0.9724528789520264,True,0.6385714411735535,0.8406785726547241,0.9512246251106262,True,False,False
33,1.1,0.756822407245636,0.783149242401123,0.9736083149909973,True,0.6418715119361877,0.8405528664588928,0.9528084397315979,True,False,False
34,1.1333333333333333,0.7557635307312012,0.7760828733444214,0.9743282198905945,True,0.6444426774978638,0.840531051158905,0.9538947343826294,True,False,False
35,1.1666666666666667,0.7507035136222839,0.7718552350997925,0.9752935767173767,True,0.6504157185554504,0.8403779864311218,0.9541236162185669,True,False,False
36,1.2,0.7444205284118652,0.7666530609130859,0.9761030673980713,True,0.6548377275466919,0.8400500416755676,0.9519225358963013,True,False,False
37,1.2333333333333334,0.7395479679107666,0.7630227208137512,0.9765676259994507,True,0.6602836847305298,0.8394193053245544,0.9487012624740601,True,False,False
38,1.2666666666666666,0.7382828593254089,0.7639678716659546,0.9768726825714111,True,0.6605799198150635,0.8388487696647644,0.9446234107017517,True,False,False
39,1.3,0.7356128692626953,0.7631239295005798,0.976982831954956,True,0.6644881367683411,0.8262495994567871,0.9400126934051514,True,False,False
40,1.3333333333333333,0.7307025194168091,0.7650888562202454,0.9774665832519531,True,0.670311450958252,0.8279594779014587,0.9350468516349792,True,False,False
41,1.3666666666666667,0.7257234454154968,0.7656968235969543,0.9771984219551086,True,0.6716357469558716,0.8296441435813904,0.9284263253211975,True,False,False
42,1.4,0.7226250171661377,0.7668078541755676,0.9770377278327942,True,0.6728284358978271,0.8324493169784546,0.9215107560157776,True,False,False
43,1.4333333333333333,0.712129533290863,0.772926926612854,0.9748761653900146,True,0.6796577572822571,0.8297846913337708,0.9080851078033447,True,False,False
44,1.4666666666666666,0.7106773257255554,0.7762190103530884,0.9728091359138489,True,0.6809957027435303,0.8279926776885986,0.895639955997467,True,False,False
45,1.5,0.7033400535583496,0.7839264273643494,0.9711440801620483,True,0.6840267181396484,0.8246272206306458,0.8814204931259155,True,False,False
46,1.5333333333333334,0.6942209005355835,0.8043193221092224,0.9700496196746826,True,0.6910379528999329,0.8237244486808777,0.8734592199325562,True,False,False
47,1.5666666666666667,0.689598798751831,0.8166970014572144,0.9689688086509705,True,0.6946936249732971,0.8278934359550476,0.8725795149803162,True,False,False
48,1.6,0.6846564412117004,0.8199625015258789,0.970691978931427,True,0.6975975036621094,0.8289285898208618,0.8805323839187622,True,False,False
49,1.6333333333333333,0.6761121153831482,0.8234694600105286,0.9722517132759094,True,0.6984893679618835,0.8305850028991699,0.8864428997039795,True,False,False
50,1.6666666666666667,0.674957275390625,0.823942244052887,0.9737216234207153,True,0.6987196207046509,0.8316922783851624,0.8920270204544067,True,False,False
51,1.7,0.6617660522460938,0.82619309425354,0.9747267365455627,True,0.7063682675361633,0.8343453407287598,0.8968313932418823,True,False,False
52,1.7333333333333334,0.6502560973167419,0.8325502872467041,0.9749512672424316,True,0.7133030891418457,0.8362779021263123,0.9010204076766968,True,False,False
53,1.7666666666666666,0.6391840577125549,0.834783136844635,0.9749605059623718,True,0.7191510200500488,0.8372018337249756,0.9046424031257629,True,False,False
54,1.8,0.6323740482330322,0.8390698432922363,0.9745501279830933,True,0.7208208441734314,0.8370497822761536,0.9053428173065186,True,False,False
55,1.8333333333333333,0.6235366463661194,0.8447801470756531,0.973831832408905,True,0.723324716091156,0.8369142413139343,0.9033275246620178,True,False,False
56,1.8666666666666667,0.6224895119667053,0.8460184335708618,0.9731577038764954,True,0.7234846353530884,0.8368530869483948,0.9012575745582581,True,False,False
57,1.9,0.6143251061439514,0.8441945314407349,0.973142683506012,True,0.7265638709068298,0.8367634415626526,0.9016676545143127,True,False,False
58,1.9333333333333333,0.6077463030815125,0.8433049321174622,0.9740832448005676,True,0.7303885817527771,0.8363978862762451,0.9042856097221375,True,False,False
59,1.9666666666666666,0.6061000823974609,0.8428456783294678,0.9747835397720337,True,0.7332978248596191,0.8356682658195496,0.9071577191352844,True,False,False
60,2.0,0.6075254678726196,0.8427325487136841,0.975135326385498,True,0.7375094890594482,0.8333489298820496,0.9091070890426636,True,False,False
61,2.033333333333333,0.6099129319190979,0.8438705801963806,0.9755587577819824,True,0.7417095899581909,0.8328472375869751,0.9120551943778992,True,False,False
62,2.066666666666667,0.6105510592460632,0.8441991806030273,0.9758744239807129,True,0.7423965334892273,0.8326025009155273,0.9146497845649719,True,False,False
63,2.1,0.6127009391784668,0.8453189730644226,0.9762954711914062,True,0.7464583516120911,0.8302993774414062,0.9163961410522461,True,False,False
64,2.1333333333333333,0.61493319272995,0.8464329838752747,0.9766096472740173,True,0.7495691776275635,0.8250938057899475,0.9170498251914978,True,False,False
65,2.1666666666666665,0.6172099113464355,0.8460371494293213,0.9769958853721619,True,0.7531934976577759,0.8205497860908508,0.9187054634094238,True,False,False
66,2.2,0.6222227811813354,0.8458651900291443,0.9772132039070129,True,0.7546980381011963,0.8131901621818542,0.920327365398407,True,False,False
67,2.2333333333333334,0.6267544031143188,0.8453819155693054,0.9772818088531494,True,0.7546185255050659,0.8042907118797302,0.9221370220184326,True,False,False
68,2.2666666666666666,0.6283976435661316,0.8450372815132141,0.9774321913719177,True,0.7543485164642334,0.8021168112754822,0.9237484335899353,True,False,False
69,2.3,0.6322856545448303,0.8449469208717346,0.9778926968574524,True,0.7532172203063965,0.7940552234649658,0.9258270859718323,True,False,False
70,2.3333333333333335,0.6366378664970398,0.8448120951652527,0.9781206846237183,True,0.7526224255561829,0.7838264107704163,0.9281782507896423,True,False,False
71,2.3666666666666667,0.7033755779266357,0.8083450198173523,0.9777043461799622,True,0.691872239112854,0.8236978650093079,0.9278072714805603,True,False,False
72,2.4,0.6759469509124756,0.8217599391937256,0.9779685735702515,True,0.7183963656425476,0.7754296064376831,0.9285526871681213,True,False,False
73,2.433333333333333,0.6604099869728088,0.8283645510673523,0.9781031608581543,True,0.725165605545044,0.7655419707298279,0.9293825030326843,True,True,False
74,2.466666666666667,0.6554507613182068,0.8308806419372559,0.9783352017402649,True,0.7276027798652649,0.7651267051696777,0.9304514527320862,True,False,False
75,2.5,0.6552406549453735,0.8313404321670532,0.978262186050415,True,0.7306327819824219,0.7610874772071838,0.9315392374992371,True,False,False
